,Gt CO2e / year,,,,,,,,,,,,,
Scenario,Year,Net_energy,Gross_energy,LUC,Industry,CH4,N2O,PFC,HFC,SF6,CCS,AvoidNBS,SequesterNBS,Total
Sky - Original,2000,24.09302122,24.09302122,4.689424546,1.6231,8.682912,2.291182886,0.112683085,0.310272727,0.115129386,0,0,0,41.91772585
Sky - Original,2001,24.45827346,24.45827346,4.202296108,1.704,8.8419296,2.340412416,0.107910203,0.360945455,0.117912281,0,0,0,42.13367953
Sky - Original,2002,24.94166301,24.94166301,4.787961793,1.7849,9.0009472,2.389641946,0.103137321,0.411618182,0.120695175,0,0,0,43.54056463
Sky - Original,2003,26.10118838,26.10118838,4.970280229,1.8658,9.1599648,2.438871477,0.098364438,0.462290909,0.12347807,0,0,0,45.22023831
Sky - Original,2004,27.43309952,27.43309952,4.753373375,1.9467,9.3189824,2.488101007,0.093591556,0.512963636,0.126260965,0,0,0,46.67307246
Sky - Original,2005,28.36126644,28.36126644,4.326142374,2.0276,9.478,2.537330537,0.088818674,0.563636364,0.12904386,0,0,0,47.51183825
Sky - Original,2006,29.37557039,29.37557039,4.486942661,2.13472,9.6089056,2.560291275,0.081910555,0.586654545,0.135660965,0,0,0,48.97065599
Sky - Original,2007,30.38528095,30.38528095,3.844277673,2.24184,9.7398112,2.583252013,0.075002436,0.609672727,0.14227807,0,0,0,49.62141507
Sky - Original,2008,30.73434258,30.73434258,4.039060434,2.34896,9.8707168,2.606212752,0.068094317,0.632690909,0.148895175,0,0,0,50.44897297
Sky - Original,2009,30.36921789,30.36921789,5.567123363,2.45608,10.0016224,2.62917349,0.061186198,0.655709091,0.155512281,0,0,0,51.89562471
Sky - Original,2010,32.24626164,32.24626164,5.031582837,2.5632,10.132528,2.652134228,0.054278078,0.678727273,0.162129386,0,0,0,53.52084144
Sky - Original,2011,32.99797728,32.99797728,4.837876316,2.6061,10.12115776,2.740328683,0.059334463,0.635099818,0.159313509,0,0,0,54.15718782
Sky - Original,2012,33.49419088,33.49419088,5.051334209,2.649,10.10978752,2.828523137,0.064390847,0.591472364,0.156497632,0,0,0,54.94519658
Sky - Original,2013,33.78505254,33.78505254,5.161773587,2.6919,10.09841728,2.916717591,0.069447231,0.547844909,0.153681754,0,0,0,55.42483489
Sky - Original,2014,34.07749606,34.07749606,5.051844238,2.7348,10.08704704,3.004912046,0.074503616,0.504217455,0.150865877,0,0,0,55.68568633
Sky - Original,2015,33.93997486,33.93997486,5.565951351,2.7777,10.0756768,3.0931065,0.07956,0.46059,0.14805,0,0,0,56.14060951
Sky - Original,2016,33.89174162,33.89174162,5.067004752,2.801939997,10.08933016,3.1147994,0.0738582,0.419562,0.14664,0,0,0,55.60487613
Sky - Original,2017,34.30693799,34.30693799,5.000253564,2.826179993,10.10298352,3.1364923,0.0681564,0.378534,0.14523,0,-0.066751188,0,55.96476777
Sky - Original,2018,34.33811634,34.33811634,4.933502376,2.85041999,10.11663688,3.1581852,0.0624546,0.337506,0.14382,0,-0.133502376,0,55.94064139
Sky - Original,2019,34.64345107,34.64345107,4.866751188,2.874659986,10.13029024,3.1798781,0.0567528,0.296478,0.14241,0,-0.200253564,0,56.19067139
Sky - Original,2020,35.012345,35.012345,4.8,2.898899983,10.1439436,3.201571,0.051051,0.25545,0.141,0,-0.267004752,0,56.50426059
Sky - Original,2021,35.30069211,35.30931195,4.78,2.912899899,10.20967808,3.2405313,0.0494598,0.250978,0.14053,-0.008619841,-0.287004752,0,56.88476919
Sky - Original,2022,35.61495505,35.63219473,4.76,2.926899816,10.27541256,3.2794916,0.0478686,0.246506,0.14006,-0.017239683,-0.307004752,0,57.29119362
Sky - Original,2023,35.92857022,35.95442974,4.74,2.940899733,10.34114704,3.3184519,0.0462774,0.242034,0.13959,-0.025859524,-0.327004752,0,57.69697029
Sky - Original,2024,36.24809082,36.28257019,4.72,2.954899649,10.40688152,3.3574122,0.0446862,0.237562,0.13912,-0.034479366,-0.347004752,0,58.10865239
Sky - Original,2025,36.42602392,36.46912312,4.7,2.968899566,10.472616,3.3963725,0.043095,0.23309,0.13865,-0.043099207,-0.367004752,0,58.37874698
Sky - Original,2026,36.43495263,36.50859876,4.66,2.954761949,10.20788664,3.3335039,0.040443,0.22724,0.13536,-0.073646132,-0.407004752,0,57.99414812
Sky - Original,2027,36.34085254,36.44504559,4.62,2.940624332,9.94315728,3.2706353,0.037791,0.22139,0.13207,-0.104193056,-0.447004752,0,57.50652045
Sky - Original,2028,36.12671486,36.26145484,4.58,2.926486715,9.67842792,3.2077667,0.035139,0.21554,0.12878,-0.134739981,-0.487004752,0,56.89885519
Sky - Original,2029,35.76586474,35.93115165,4.54,2.912349098,9.41369856,3.1448981,0.032487,0.20969,0.12549,-0.165286905,-0.527004752,0,56.1444775
Sky - Original,2030,35.23217765,35.42801148,4.5,2.898211481,9.1489692,3.0820295,0.029835,0.20384,0.1222,-0.19583383,-0.567004752,0,55.21726283
Sky - Original,2031,34.86825441,35.17355201,4.42,2.884073864,8.91575888,3.0440391,0.028509,0.198068,0.1175,-0.305297601,-0.647004752,0,54.47620326
Sky - Original,2032,34.41165288,34.82641426,4.34,2.869936247,8.68254856,3.0060487,0.027183,0.192296,0.1128,-0.414761373,-0.727004752,0,53.64246539
Sky - Original,2033,33.93399118,34.45821632,4.26,2.85579863,8.44933824,2.9680583,0.025857,0.186524,0.1081,-0.524225145,-0.807004752,0,52.78766735
Sky - Original,2034,33.35752831,33.99121723,4.18,2.841661013,8.21612792,2.9300679,0.024531,0.180752,0.1034,-0.633688917,-0.887004752,0,51.83406814
Sky - Original,2035,32.77340084,33.51655353,4.1,2.827523396,7.9829176,2.8920775,0.023205,0.17498,0.0987,-0.743152689,-0.967004752,0,50.87280434
Sky - Original,2036,32.07561117,33.10242057,3.9904,2.80631697,7.8312556,2.8448068,0.021879,0.172484,0.09165,-1.026809393,-1.076604752,0,49.83440354
Sky - Original,2037,31.31887366,32.62933976,3.8808,2.785110545,7.6795936,2.7975361,0.020553,0.169988,0.0846,-1.310466098,-1.186204752,0,48.7370549
Sky - Original,2038,30.52111722,32.11524002,3.7712,2.76390412,7.5279316,2.7502654,0.019227,0.167492,0.07755,-1.594122802,-1.295804752,0,47.59868734
Sky - Original,2039,29.57630549,31.45408499,3.6616,2.742697694,7.3762696,2.7029947,0.017901,0.164996,0.0705,-1.877779506,-1.405404752,0,46.31326448
Sky - Original,2040,28.56517408,30.72661029,3.552,2.721491269,7.2246076,2.655724,0.016575,0.1625,0.06345,-2.161436211,-1.515004752,0,44.96152195
Sky - Original,2041,27.63437969,30.10186718,3.4336,2.700284843,7.07980168,2.6519716,0.015249,0.165204,0.0564,-2.467487492,-1.633404752,0,43.73689081
Sky - Original,2042,26.61003056,29.38356934,3.3152,2.679078418,6.93499576,2.6482192,0.013923,0.167908,0.04935,-2.773538773,-1.751804752,0,42.41870494
Sky - Original,2043,25.6023519,28.68194196,3.1968,2.657871992,6.79018984,2.6444668,0.012597,0.170612,0.0423,-3.079590054,-1.870204752,0,41.11718954
Sky - Original,2044,24.56998746,27.95562879,3.0784,2.636665567,6.64538392,2.6407144,0.011271,0.173316,0.03525,-3.385641335,-1.988604752,0,39.79098835
Sky - Original,2045,23.55917134,27.25086396,2.96,2.615459141,6.500578,2.636962,0.009945,0.17602,0.0282,-3.691692616,-2.107004752,0,38.48633548
Sky - Original,2046,22.52972712,26.52266394,2.8416,2.587183907,6.48260984,2.6327326,0.0094146,0.178698,0.02538,-3.992936814,-2.225404752,0,37.28734607
Sky - Original,2047,21.5103686,25.80454961,2.7232,2.558908673,6.46464168,2.6285032,0.0088842,0.181376,0.02256,-4.294181012,-2.343804752,0,36.09844235
Sky - Original,2048,20.54315894,25.13858415,2.6048,2.530633439,6.44667352,2.6242738,0.0083538,0.184054,0.01974,-4.59542521,-2.462204752,0,34.9616875
Sky - Original,2049,19.49477059,24.39144,2.4864,2.502358205,6.42870536,2.6200444,0.0078234,0.186732,0.01692,-4.896669408,-2.580604752,0,33.74375396
Sky - Original,2050,18.46073237,23.65864598,2.368,2.474082971,6.4107372,2.615815,0.007293,0.18941,0.0141,-5.197913605,-2.699004752,0,32.54017054
Sky - Original,2051,17.35148357,22.87612283,2.2496,2.442980214,6.38274392,2.6080028,0.007293,0.191958,0.0141,-5.524639261,-2.817404752,0,31.2481615
Sky - Original,2052,16.22879292,22.08015784,2.1312,2.411877457,6.35475064,2.6001906,0.007293,0.194506,0.0141,-5.851364916,-2.935804752,0,29.94271062
Sky - Original,2053,15.10271403,21.2808046,2.0128,2.380774699,6.32675736,2.5923784,0.007293,0.197054,0.0141,-6.178090572,-3.054204752,0,28.63387149
Sky - Original,2054,14.01703428,20.5218505,1.8944,2.349671942,6.29876408,2.5845662,0.007293,0.199602,0.0141,-6.504816227,-3.172604752,0,27.3654315
Sky - Original,2055,12.86668612,19.69822801,1.776,2.318569185,6.2707708,2.576754,0.007293,0.20215,0.0141,-6.831541883,-3.291004752,0,26.03232311
Sky - Original,2056,11.63918815,18.7754051,1.6576,2.287466427,6.27410672,2.5633715,0.0071604,0.204698,0.01363,-7.136216947,-3.409404752,0,24.6472212
Sky - Original,2057,10.52677822,17.96767024,1.5392,2.25636367,6.27744264,2.549989,0.0070278,0.207246,0.01316,-7.440892012,-3.527804752,0,23.37720733
Sky - Original,2058,9.528960181,17.27452726,1.4208,2.225260913,6.28077856,2.5366065,0.0068952,0.209794,0.01269,-7.745567076,-3.646204752,0,22.22178535
Sky - Original,2059,8.57796891,16.62821105,1.3024,2.194158155,6.28411448,2.523224,0.0067626,0.212342,0.01222,-8.05024214,-3.764604752,0,21.11319015
Sky - Original,2060,7.582602636,15.93751984,1.184,2.163055398,6.2874504,2.5098415,0.00663,0.21489,0.01175,-8.354917205,-3.883004752,0,19.96021993
Sky - Original,2061,6.635097893,15.22208671,1.0656,2.129125117,6.28764976,2.4942913,0.00663,0.217542,0.01175,-8.586988819,-4.001404752,0,18.84768607
Sky - Original,2062,5.677868008,14.49692844,0.9472,2.095194836,6.28784912,2.4787411,0.00663,0.220194,0.01175,-8.819060434,-4.119804752,0,17.72542706
Sky - Original,2063,4.816369641,13.86750169,0.8288,2.061264556,6.28804848,2.4631909,0.00663,0.222846,0.01175,-9.051132049,-4.238204752,0,16.69889958
Sky - Original,2064,3.940310954,13.22351462,0.7104,2.027334275,6.28824784,2.4476407,0.00663,0.225498,0.01175,-9.283203663,-4.356604752,0,15.65781177
Sky - Original,2065,3.162623885,12.67789916,0.592,1.993403994,6.2884472,2.4320905,0.00663,0.22815,0.01175,-9.515275278,-4.475004752,0,14.71509558
Sky - Original,2066,2.441333798,12.06004194,0.4736,1.959473713,6.28566288,2.4146906,0.0064974,0.23075,0.01175,-9.618708137,-4.593404752,0,13.82375839
Sky - Original,2067,1.809036986,11.53117798,0.3552,1.925543433,6.28287856,2.3972907,0.0063648,0.23335,0.01175,-9.722140997,-4.711804752,0,13.02141448
Sky - Original,2068,1.235414707,11.06098856,0.2368,1.891613152,6.28009424,2.3798908,0.0062322,0.23595,0.01175,-9.825573856,-4.830204752,0,12.2777451
Sky - Original,2069,0.698300972,10.62730769,0.1184,1.857682871,6.27730992,2.3624909,0.0060996,0.23855,0.01175,-9.929006715,-4.948604752,0,11.57058426
Sky - Original,2070,-0.021195411,10.01124416,0,1.82375259,6.2745256,2.345091,0.005967,0.24115,0.01175,-10.03243957,-5.067004752,0,10.68104078
Sky - Original,2071,-0.792624328,9.540075894,0,1.78982231,6.27522224,2.3276646,0.005967,0.243568,0.01175,-10.33270022,-5.067004752,0,9.861369822
Sky - Original,2072,-1.484115396,9.148845473,0,1.755892029,6.27591888,2.3102382,0.005967,0.245986,0.01175,-10.63296087,-5.067004752,0,9.121636713
Sky - Original,2073,-2.099772383,8.833449133,0,1.721961748,6.27661552,2.2928118,0.005967,0.248404,0.01175,-10.93322152,-5.067004752,0,8.457737685
Sky - Original,2074,-2.682216479,8.551265684,0,1.688031467,6.27731216,2.2753854,0.005967,0.250822,0.01175,-11.23348216,-5.067004752,0,7.827051548
Sky - Original,2075,-3.188514578,8.345228232,0,1.654101187,6.2780088,2.257959,0.005967,0.25324,0.01175,-11.53374281,-5.067004752,0,7.272511408
Sky - Original,2076,-3.660845339,8.017759651,0,1.617343382,6.28357296,2.2416933,0.005967,0.255294,0.01175,-11.67860499,-5.067004752,0,6.754775304
Sky - Original,2077,-4.114547984,7.708919184,0,1.580585578,6.28913712,2.2254276,0.005967,0.257348,0.01175,-11.82346717,-5.067004752,0,6.255667314
Sky - Original,2078,-4.480319181,7.488010166,0,1.543827774,6.29470128,2.2091619,0.005967,0.259402,0.01175,-11.96832935,-5.067004752,0,5.844490773
Sky - Original,2079,-4.81843294,7.294758585,0,1.50706997,6.30026544,2.1928962,0.005967,0.261456,0.01175,-12.11319153,-5.067004752,0,5.46097167
Sky - Original,2080,-5.08550203,7.172551674,0,1.470312166,6.3058296,2.1766305,0.005967,0.26351,0.01175,-12.2580537,-5.067004752,0,5.148497236
Sky - Original,2081,-5.223075586,6.971313975,0,1.433554362,6.30075208,2.1537398,0.0058344,0.265538,0.01175,-12.19438956,-5.067004752,0,4.948093055
Sky - Original,2082,-5.346701881,6.784023538,0,1.396796558,6.29567456,2.1308491,0.0057018,0.267566,0.01175,-12.13072542,-5.067004752,0,4.761636137
Sky - Original,2083,-5.465950233,6.601111042,0,1.360038753,6.29059704,2.1079584,0.0055692,0.269594,0.01175,-12.06706128,-5.067004752,0,4.57955716
Sky - Original,2084,-5.567320345,6.436076787,0,1.323280949,6.28551952,2.0850677,0.0054366,0.271622,0.01175,-12.00339713,-5.067004752,0,4.415356424
Sky - Original,2085,-5.660120094,6.279612896,0,1.286523145,6.280442,2.062177,0.005304,0.27365,0.01175,-11.93973299,-5.067004752,0,4.259726051
Sky - Original,2086,-5.741068686,6.141282108,0,1.249765341,6.28720624,2.0454396,0.005304,0.275782,0.01175,-11.88235079,-5.067004752,0,4.134178495
Sky - Original,2087,-5.801418747,6.023549851,0,1.213007537,6.29397048,2.0287022,0.005304,0.277914,0.01175,-11.8249686,-5.067004752,0,4.02922947
Sky - Original,2088,-5.86003146,5.907554942,0,1.176249733,6.30073472,2.0119648,0.005304,0.280046,0.01175,-11.7675864,-5.067004752,0,3.926017793
Sky - Original,2089,-5.918293344,5.791910862,0,1.139491929,6.30749896,1.9952274,0.005304,0.282178,0.01175,-11.71020421,-5.067004752,0,3.823156945
Sky - Original,2090,-5.957968912,5.694853098,0,1.102734124,6.3142632,1.97849,0.005304,0.28431,0.01175,-11.65282201,-5.067004752,0,3.738882413
Sky - Original,2091,-6.005459839,5.597852488,0,1.06597632,6.30454776,1.9609046,0.005304,0.286494,0.01175,-11.60331233,-5.067004752,0,3.629516841
Sky - Original,2092,-6.053614345,5.500188299,0,1.029218516,6.29483232,1.9433192,0.005304,0.288678,0.01175,-11.55380264,-5.067004752,0,3.519487691
Sky - Original,2093,-6.09562381,5.40866915,0,0.992460712,6.28511688,1.9257338,0.005304,0.290862,0.01175,-11.50429296,-5.067004752,0,3.415603582
Sky - Original,2094,-6.139778087,5.31500519,0,0.955702908,6.27540144,1.9081484,0.005304,0.293046,0.01175,-11.45478328,-5.067004752,0,3.309574661
Sky - Original,2095,-6.191295468,5.213978125,0,0.918945104,6.265686,1.890563,0.005304,0.29523,0.01175,-11.40527359,-5.067004752,0,3.196182636
Sky - Original,2096,-6.234256222,5.128041198,0,0.882968629,6.26182872,1.8736666,0.0050388,0.297284,0.01175,-11.36229742,-5.067004752,0,3.098280527
Sky - Original,2097,-6.284164892,5.035156356,0,0.846992154,6.25797144,1.8567702,0.0047736,0.299338,0.01175,-11.31932125,-5.067004752,0,2.993430502
Sky - Original,2098,-6.335917179,4.940427896,0,0.811015679,6.25411416,1.8398738,0.0045084,0.301392,0.01175,-11.27634507,-5.067004752,0,2.88673686
Sky - Original,2099,-6.391298607,4.842070295,0,0.775039204,6.25025688,1.8229774,0.0042432,0.303446,0.01175,-11.2333689,-5.067004752,0,2.776414077
Sky - Original,2100,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067004752,0,2.667204237
Sky - 1.5 (2018),2000,24.09302122,24.09302122,4.689424546,1.6231,8.682912,2.291182886,0.112683085,0.310272727,0.115129386,0,0,0,41.91772585
Sky - 1.5 (2018),2001,24.45827346,24.45827346,4.202296108,1.704,8.8419296,2.340412416,0.107910203,0.360945455,0.117912281,0,0,0,42.13367953
Sky - 1.5 (2018),2002,24.94166301,24.94166301,4.787961793,1.7849,9.0009472,2.389641946,0.103137321,0.411618182,0.120695175,0,0,0,43.54056463
Sky - 1.5 (2018),2003,26.10118838,26.10118838,4.970280229,1.8658,9.1599648,2.438871477,0.098364438,0.462290909,0.12347807,0,0,0,45.22023831
Sky - 1.5 (2018),2004,27.43309952,27.43309952,4.753373375,1.9467,9.3189824,2.488101007,0.093591556,0.512963636,0.126260965,0,0,0,46.67307246
Sky - 1.5 (2018),2005,28.36126644,28.36126644,4.326142374,2.0276,9.478,2.537330537,0.088818674,0.563636364,0.12904386,0,0,0,47.51183825
Sky - 1.5 (2018),2006,29.37557039,29.37557039,4.486942661,2.13472,9.6089056,2.560291275,0.081910555,0.586654545,0.135660965,0,0,0,48.97065599
Sky - 1.5 (2018),2007,30.38528095,30.38528095,3.844277673,2.24184,9.7398112,2.583252013,0.075002436,0.609672727,0.14227807,0,0,0,49.62141507
Sky - 1.5 (2018),2008,30.73434258,30.73434258,4.039060434,2.34896,9.8707168,2.606212752,0.068094317,0.632690909,0.148895175,0,0,0,50.44897297
Sky - 1.5 (2018),2009,30.36921789,30.36921789,5.567123363,2.45608,10.0016224,2.62917349,0.061186198,0.655709091,0.155512281,0,0,0,51.89562471
Sky - 1.5 (2018),2010,32.24626164,32.24626164,5.031582837,2.5632,10.132528,2.652134228,0.054278078,0.678727273,0.162129386,0,0,0,53.52084144
Sky - 1.5 (2018),2011,32.99797728,32.99797728,4.837876316,2.6061,10.12115776,2.740328683,0.059334463,0.635099818,0.159313509,0,0,0,54.15718782
Sky - 1.5 (2018),2012,33.49419088,33.49419088,5.051334209,2.649,10.10978752,2.828523137,0.064390847,0.591472364,0.156497632,0,0,0,54.94519658
Sky - 1.5 (2018),2013,33.78505254,33.78505254,5.161773587,2.6919,10.09841728,2.916717591,0.069447231,0.547844909,0.153681754,0,0,0,55.42483489
Sky - 1.5 (2018),2014,34.07749606,34.07749606,5.051844238,2.7348,10.08704704,3.004912046,0.074503616,0.504217455,0.150865877,0,0,0,55.68568633
Sky - 1.5 (2018),2015,33.93997486,33.93997486,5.565951351,2.7777,10.0756768,3.0931065,0.07956,0.46059,0.14805,0,0,0,56.14060951
Sky - 1.5 (2018),2016,33.89174162,33.89174162,5.067004752,2.801939997,10.08933016,3.1147994,0.0738582,0.419562,0.14664,0,0,0,55.60487613
Sky - 1.5 (2018),2017,34.30693799,34.30693799,5.000253564,2.826179993,10.10298352,3.1364923,0.0681564,0.378534,0.14523,0,-0.066751188,0,55.96476777
Sky - 1.5 (2018),2018,34.33811634,34.33811634,4.933502376,2.85041999,10.11663688,3.1581852,0.0624546,0.337506,0.14382,0,-0.133502376,0,55.94064139
Sky - 1.5 (2018),2019,34.64345107,34.64345107,4.866751188,2.874659986,10.13029024,3.1798781,0.0567528,0.296478,0.14241,0,-0.200253564,0,56.19067139
Sky - 1.5 (2018),2020,35.012345,35.012345,4.7995,2.898899983,10.1439436,3.201571,0.051051,0.25545,0.141,0,-0.267504752,0,56.50376059
Sky - 1.5 (2018),2021,35.30069211,35.30931195,4.77888723,2.912899899,10.20967808,3.2405313,0.0494598,0.250978,0.14053,-0.008619841,-0.288117523,0,56.88365642
Sky - 1.5 (2018),2022,35.61495505,35.63219473,4.757523484,2.926899816,10.27541256,3.2794916,0.0478686,0.246506,0.14006,-0.017239683,-0.309481268,0,57.28871711
Sky - 1.5 (2018),2023,35.92857022,35.95442974,4.734488412,2.940899733,10.34114704,3.3184519,0.0462774,0.242034,0.13959,-0.025859524,-0.329191177,-0.003325163,57.6914587
Sky - 1.5 (2018),2024,36.24809082,36.28257019,4.707733735,2.954899649,10.40688152,3.3574122,0.0446862,0.237562,0.13912,-0.034479366,-0.352085597,-0.00718542,58.09638613
Sky - 1.5 (2018),2025,36.42602392,36.46912312,4.672700925,2.968899566,10.472616,3.3963725,0.043095,0.23309,0.13865,-0.043099207,-0.378531674,-0.015772153,58.35144791
Sky - 1.5 (2018),2026,36.43495263,36.50859876,4.599244791,2.954761949,10.20788664,3.3335039,0.040443,0.22724,0.13536,-0.073646132,-0.420983965,-0.046775996,57.93339291
Sky - 1.5 (2018),2027,36.34085254,36.44504559,4.484786796,2.940624332,9.94315728,3.2706353,0.037791,0.22139,0.13207,-0.104193056,-0.494885262,-0.087332693,57.37130724
Sky - 1.5 (2018),2028,36.12671486,36.26145484,4.279077481,2.926486715,9.67842792,3.2077667,0.035139,0.21554,0.12878,-0.134739981,-0.590945453,-0.196981818,56.59793267
Sky - 1.5 (2018),2029,35.76586474,35.93115165,3.870284618,2.912349098,9.41369856,3.1448981,0.032487,0.20969,0.12549,-0.165286905,-0.837704094,-0.35901604,55.47476212
Sky - 1.5 (2018),2030,35.23217765,35.42801148,3.009521006,2.898211481,9.1489692,3.0820295,0.029835,0.20384,0.1222,-0.19583383,-1.440238622,-0.617245124,53.72678384
Sky - 1.5 (2018),2031,34.86825441,35.17355201,1.102877997,2.884073864,8.91575888,3.0440391,0.028509,0.198068,0.1175,-0.305297601,-2.774888729,-1.189238027,51.15908125
Sky - 1.5 (2018),2032,34.41165288,34.82641426,-0.803765013,2.869936247,8.68254856,3.0060487,0.027183,0.192296,0.1128,-0.414761373,-3.774888729,-2.095881036,48.49870038
Sky - 1.5 (2018),2033,33.93399118,34.45821632,-2.710408022,2.85579863,8.44933824,2.9680583,0.025857,0.186524,0.1081,-0.524225145,-4.474888729,-3.302524046,45.81725933
Sky - 1.5 (2018),2034,33.35752831,33.99121723,-4.12,2.841661013,8.21612792,2.9300679,0.024531,0.180752,0.1034,-0.633688917,-4.874888729,-4.312116023,43.53406814
Sky - 1.5 (2018),2035,32.77340084,33.51655353,-5.1,2.827523396,7.9829176,2.8920775,0.023205,0.17498,0.0987,-0.743152689,-5.066888729,-5.100116023,41.67280434
Sky - 1.5 (2018),2036,32.07561117,33.10242057,-5.9096,2.80631697,7.8312556,2.8448068,0.021879,0.172484,0.09165,-1.026809393,-5.066888729,-5.909716023,39.93440354
Sky - 1.5 (2018),2037,31.31887366,32.62933976,-6.4192,2.785110545,7.6795936,2.7975361,0.020553,0.169988,0.0846,-1.310466098,-5.066888729,-6.419316023,38.4370549
Sky - 1.5 (2018),2038,30.52111722,32.11524002,-6.6288,2.76390412,7.5279316,2.7502654,0.019227,0.167492,0.07755,-1.594122802,-5.066888729,-6.628916023,37.19868734
Sky - 1.5 (2018),2039,29.57630549,31.45408499,-6.7384,2.742697694,7.3762696,2.7029947,0.017901,0.164996,0.0705,-1.877779506,-5.066888729,-6.738516023,35.91326448
Sky - 1.5 (2018),2040,28.56517408,30.72661029,-6.848,2.721491269,7.2246076,2.655724,0.016575,0.1625,0.06345,-2.161436211,-5.066888729,-6.848116023,34.56152195
Sky - 1.5 (2018),2041,27.63437969,30.10186718,-6.9664,2.700284843,7.07980168,2.6519716,0.015249,0.165204,0.0564,-2.467487492,-5.066888729,-6.966516023,33.33689081
Sky - 1.5 (2018),2042,26.61003056,29.38356934,-7.0848,2.679078418,6.93499576,2.6482192,0.013923,0.167908,0.04935,-2.773538773,-5.066888729,-7.084916023,32.01870494
Sky - 1.5 (2018),2043,25.6023519,28.68194196,-7.2032,2.657871992,6.79018984,2.6444668,0.012597,0.170612,0.0423,-3.079590054,-5.066888729,-7.203316023,30.71718954
Sky - 1.5 (2018),2044,24.56998746,27.95562879,-7.3216,2.636665567,6.64538392,2.6407144,0.011271,0.173316,0.03525,-3.385641335,-5.066888729,-7.321716023,29.39098835
Sky - 1.5 (2018),2045,23.55917134,27.25086396,-7.44,2.615459141,6.500578,2.636962,0.009945,0.17602,0.0282,-3.691692616,-5.067,-7.440004752,28.08633548
Sky - 1.5 (2018),2046,22.52972712,26.52266394,-7.5584,2.587183907,6.48260984,2.6327326,0.0094146,0.178698,0.02538,-3.992936814,-5.067,-7.558404752,26.88734607
Sky - 1.5 (2018),2047,21.5103686,25.80454961,-7.6768,2.558908673,6.46464168,2.6285032,0.0088842,0.181376,0.02256,-4.294181012,-5.067,-7.676804752,25.69844235
Sky - 1.5 (2018),2048,20.54315894,25.13858415,-7.7952,2.530633439,6.44667352,2.6242738,0.0083538,0.184054,0.01974,-4.59542521,-5.067,-7.795204752,24.5616875
Sky - 1.5 (2018),2049,19.49477059,24.39144,-7.9136,2.502358205,6.42870536,2.6200444,0.0078234,0.186732,0.01692,-4.896669408,-5.067,-7.913604752,23.34375396
Sky - 1.5 (2018),2050,18.46073237,23.65864598,-8.032,2.474082971,6.4107372,2.615815,0.007293,0.18941,0.0141,-5.197913605,-5.067,-8.032004752,22.14017054
Sky - 1.5 (2018),2051,17.35148357,22.87612283,-8.1504,2.442980214,6.38274392,2.6080028,0.007293,0.191958,0.0141,-5.524639261,-5.067,-8.150404752,20.8481615
Sky - 1.5 (2018),2052,16.22879292,22.08015784,-8.2688,2.411877457,6.35475064,2.6001906,0.007293,0.194506,0.0141,-5.851364916,-5.067,-8.268804752,19.54271062
Sky - 1.5 (2018),2053,15.10271403,21.2808046,-8.3872,2.380774699,6.32675736,2.5923784,0.007293,0.197054,0.0141,-6.178090572,-5.067,-8.387204752,18.23387149
Sky - 1.5 (2018),2054,14.01703428,20.5218505,-8.5056,2.349671942,6.29876408,2.5845662,0.007293,0.199602,0.0141,-6.504816227,-5.067,-8.505604752,16.9654315
Sky - 1.5 (2018),2055,12.86668612,19.69822801,-8.624,2.318569185,6.2707708,2.576754,0.007293,0.20215,0.0141,-6.831541883,-5.067,-8.624004752,15.63232311
Sky - 1.5 (2018),2056,11.63918815,18.7754051,-8.7424,2.287466427,6.27410672,2.5633715,0.0071604,0.204698,0.01363,-7.136216947,-5.067,-8.742404752,14.2472212
Sky - 1.5 (2018),2057,10.52677822,17.96767024,-8.8608,2.25636367,6.27744264,2.549989,0.0070278,0.207246,0.01316,-7.440892012,-5.067,-8.860804752,12.97720733
Sky - 1.5 (2018),2058,9.528960181,17.27452726,-8.9792,2.225260913,6.28077856,2.5366065,0.0068952,0.209794,0.01269,-7.745567076,-5.067,-8.979204752,11.82178535
Sky - 1.5 (2018),2059,8.57796891,16.62821105,-9.0976,2.194158155,6.28411448,2.523224,0.0067626,0.212342,0.01222,-8.05024214,-5.067,-9.097604752,10.71319015
Sky - 1.5 (2018),2060,7.582602636,15.93751984,-9.216,2.163055398,6.2874504,2.5098415,0.00663,0.21489,0.01175,-8.354917205,-5.067,-9.216004752,9.560219934
Sky - 1.5 (2018),2061,6.635097893,15.22208671,-9.3344,2.129125117,6.28764976,2.4942913,0.00663,0.217542,0.01175,-8.586988819,-5.067,-9.334404752,8.44768607
Sky - 1.5 (2018),2062,5.677868008,14.49692844,-9.4528,2.095194836,6.28784912,2.4787411,0.00663,0.220194,0.01175,-8.819060434,-5.067,-9.452804752,7.325427064
Sky - 1.5 (2018),2063,4.816369641,13.86750169,-9.5712,2.061264556,6.28804848,2.4631909,0.00663,0.222846,0.01175,-9.051132049,-5.067,-9.571204752,6.298899577
Sky - 1.5 (2018),2064,3.940310954,13.22351462,-9.6896,2.027334275,6.28824784,2.4476407,0.00663,0.225498,0.01175,-9.283203663,-5.067,-9.689604752,5.257811769
