Country,ISO3,NBS_desc,Griscom 2017 potential,Griscom 2020 potential,GRISCOM DIFF,TNC mapper potential,IPCC_climate_zone,baseline_landuse,country_land_area,total_area,total_area_max,total_area_min,extent,extent_max,extent_min,extent_notes,intensity_desc,intensity_raw,intensity_raw_max,intensity_raw_min,intensity_unit,intensity,intensity_max,intensity_min,intensity_notes,BD_potential,potential,potential_100,potential_10
Malaysia,MYS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,32.855,0.0009854,,,0.0009854,,,,,,,,,293.15,,,,0.28887001,0.28887001,0.259983009,0.173322006
Maldives,MDV,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.03,0.0035886,,,0.0035886,,,,,,,,,293.15,,,,1.05199809,1.05199809,0.946798281,0.631198854
Mali,MLI,Protect seagrass,,,,,,Seagrass Annual Protectable Area,122.019,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Malta,MLT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.032,0.0006865,,,0.0006865,,,,,,,,,293.15,,,,0.201247475,0.201247475,0.181122728,0.120748485
Marshall Islands,MHL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.018,0.0007859,,,0.0007859,,,,,,,,,293.15,,,,0.230386585,0.230386585,0.207347927,0.138231951
Mauritania,MRT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,103.07,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Mauritius,MUS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.203,0.0001977,,,0.0001977,,,,,,,,,293.15,,,,0.057955755,0.057955755,0.05216018,0.034773453
Mexico,MEX,Protect seagrass,,,,,,Seagrass Annual Protectable Area,194.395,0.0406672,,,0.0406672,,,,,,,,,293.15,,,,11.92158968,11.92158968,10.72943071,7.152953808
"Micronesia, Federated States of",FSM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.07,0.0023678,,,0.0023678,,,,,,,,,293.15,,,,0.69412057,0.69412057,0.624708513,0.416472342
Monaco,MCO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.0002027,0.0000006,,,0.0000006,,,,,,,,,293.15,,,,0.00017589,0.00017589,0.000158301,0.000105534
Mongolia,MNG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,155.7255,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Montenegro,MNE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.345,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Morocco,MAR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,44.63,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Mozambique,MOZ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,78.638,0.0010555,,,0.0010555,,,,,,,,,293.15,,,,0.309419825,0.309419825,0.278477843,0.185651895
Namibia,NAM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,82.329,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Nepal,NPL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,14.335,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Netherlands,NLD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.367,0.0001428,,,0.0001428,,,,,,,,,293.15,,,,0.04186182,0.04186182,0.037675638,0.025117092
New Zealand,NZL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,26.331,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Nicaragua,NIC,Protect seagrass,,,,,,Seagrass Annual Protectable Area,12.034,0.0082733,,,0.0082733,,,,,,,,,293.15,,,,2.425317895,2.425317895,2.182786106,1.455190737
Niger,NER,Protect seagrass,,,,,,Seagrass Annual Protectable Area,126.67,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Nigeria,NGA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,91.077,0.0131968,,,0.0131968,,,,,,,,,293.15,,,,3.86864192,3.86864192,3.481777728,2.321185152
Norway,NOR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,36.510785,0.0000863,,,0.0000863,,,,,,,,,293.15,,,,0.025298845,0.025298845,0.022768961,0.015179307
Oman,OMN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,30.95,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Pakistan,PAK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,77.088,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Palau,PLW,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.046,0.0010872,,,0.0010872,,,,,,,,,293.15,,,,0.31871268,0.31871268,0.286841412,0.191227608
Panama,PAN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,7.4177,0.0026773,,,0.0026773,,,,,,,,,293.15,,,,0.784850495,0.784850495,0.706365446,0.470910297
Papua New Guinea,PNG,Protect seagrass,,,,,,Seagrass Annual Protectable Area,45.286,0.0138804,,,0.0138804,,,,,,,,,293.15,,,,4.06903926,4.06903926,3.662135334,2.441423556
Paraguay,PRY,Protect seagrass,,,,,,Seagrass Annual Protectable Area,39.73,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Peru,PER,Protect seagrass,,,,,,Seagrass Annual Protectable Area,128,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Philippines,PHL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,29.817,0.0223605,,,0.0223605,,,,,,,,,293.15,,,,6.554980575,6.554980575,5.899482518,3.932988345
Poland,POL,Protect seagrass,,,,,,Seagrass Annual Protectable Area,30.617,0.000004,,,0.000004,,,,,,,,,293.15,,,,0.0011726,0.0011726,0.00105534,0.00070356
Portugal,PRT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,9.16056,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Qatar,QAT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.149,0.0017933,,,0.0017933,,,,,,,,,293.15,,,,0.525705895,0.525705895,0.473135306,0.315423537
Republic of Moldova,MDA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.28853,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Romania,ROU,Protect seagrass,,,,,,Seagrass Annual Protectable Area,23.008,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Russia,RUS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1637.687,0.0020075,,,0.0020075,,,,,,,,,293.15,,,,0.588498625,0.588498625,0.529648763,0.353099175
Rwanda,RWA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.467,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Saint Kitts and Nevis,KNA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.026,0.0000898,,,0.0000898,,,,,,,,,293.15,,,,0.02632487,0.02632487,0.023692383,0.015794922
Saint Lucia,LCA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.061,0.0000099,,,0.0000099,,,,,,,,,293.15,,,,0.002902185,0.002902185,0.002611967,0.001741311
Saint Vincent and the Grenadines,VCT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.039,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Samoa,WSM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.283,0.001469,,,0.001469,,,,,,,,,293.15,,,,0.43063735,0.43063735,0.387573615,0.25838241
San Marino,SMR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.006,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Saudi Arabia,SAU,Protect seagrass,,,,,,Seagrass Annual Protectable Area,214.969,0.2735079,,,0.2735079,,,,,,,,,293.15,,,,80.17884089,80.17884089,72.1609568,48.10730453
Senegal,SEN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,19.253,0.0022151,,,0.0022151,,,,,,,,,293.15,,,,0.649356565,0.649356565,0.584420909,0.389613939
Serbia,SRB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,8.746,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Seychelles,SYC,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.046,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Sierra Leone,SLE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,7.218,0.0065931,,,0.0065931,,,,,,,,,293.15,,,,1.932767265,1.932767265,1.739490539,1.159660359
Singapore,SGP,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.0709,0.0003559,,,0.0003559,,,,,,,,,293.15,,,,0.104332085,0.104332085,0.093898877,0.062599251
Slovakia,SVK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,4.808,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Slovenia,SVN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.01364,0.0000001,,,0.0000001,,,,,,,,,293.15,,,,0.000029315,0.000029315,2.64E-05,0.000017589
Solomon Islands,SLB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.799,0.0018741,,,0.0018741,,,,,,,,,293.15,,,,0.549392415,0.549392415,0.494453174,0.329635449
Somalia,SOM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,62.734,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
South Africa,ZAF,Protect seagrass,,,,,,Seagrass Annual Protectable Area,121.309,0.0006062,,,0.0006062,,,,,,,,,293.15,,,,0.17770753,0.17770753,0.159936777,0.106624518
South Sudan,SSD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,63.1928123,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Spain,ESP,Protect seagrass,,,,,,Seagrass Annual Protectable Area,49.9603479,0.006191,,,0.006191,,,,,,,,,293.15,,,,1.81489165,1.81489165,1.633402485,1.08893499
Sri Lanka,LKA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,6.1864,0.0042864,,,0.0042864,,,,,,,,,293.15,,,,1.25655816,1.25655816,1.130902344,0.753934896
Sudan,SDN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,184.9233715,0.0066361,,,0.0066361,,,,,,,,,293.15,,,,1.945372715,1.945372715,1.750835444,1.167223629
Suriname,SUR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,15.6,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Swaziland,SWZ,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.72,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Sweden,SWE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,40.731,0.0000651,,,0.0000651,,,,,,,,,293.15,,,,0.019084065,0.019084065,0.017175659,0.011450439
Switzerland,CHE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,3.951603,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Syrian Arab Republic,SYR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,18.363,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Tajikistan,TJK,Protect seagrass,,,,,,Seagrass Annual Protectable Area,13.879,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Thailand,THA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,51.089,0.0027201,,,0.0027201,,,,,,,,,293.15,,,,0.797397315,0.797397315,0.717657584,0.478438389
The former Yugoslav Republic of Macedonia,MKD,Protect seagrass,,,,,,Seagrass Annual Protectable Area,2.522,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Timor-Leste,TLS,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.487,0.0005004,,,0.0005004,,,,,,,,,293.15,,,,0.14669226,0.14669226,0.132023034,0.088015356
Togo,TGO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,5.439,0.0002837,,,0.0002837,,,,,,,,,293.15,,,,0.083166655,0.083166655,0.07484999,0.049899993
Tonga,TON,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.072,0.0055071,,,0.0055071,,,,,,,,,293.15,,,,1.614406365,1.614406365,1.452965729,0.968643819
Trinidad and Tobago,TTO,Protect seagrass,,,,,,Seagrass Annual Protectable Area,0.513,0.0000017,,,0.0000017,,,,,,,,,293.15,,,,0.000498355,0.000498355,0.00044852,0.000299013
Tunisia,TUN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,15.536,0.0074583,,,0.0074583,,,,,,,,,293.15,,,,2.186400645,2.186400645,1.967760581,1.311840387
Turkey,TUR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,76.963,0.0000005,,,0.0000005,,,,,,,,,293.15,,,,0.000146575,0.000146575,0.000131918,0.000087945
Turkmenistan,TKM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,46.993,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Uganda,UGA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,20.052,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Ukraine,UKR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,57.94,0.0178256,,,0.0178256,,,,,,,,,293.15,,,,5.22557464,5.22557464,4.703017176,3.135344784
United Arab Emirates,ARE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,7.102,0.0068201,,,0.0068201,,,,,,,,,293.15,,,,1.999312315,1.999312315,1.799381084,1.199587389
United Kingdom,GBR,Protect seagrass,,,,,,Seagrass Annual Protectable Area,24.193,0.00179,,,0.00179,,,,,,,,,293.15,,,,0.5247385,0.5247385,0.47226465,0.3148431
United Republic of Tanzania,TZA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,88.58,0.0000684,,,0.0000684,,,,,,,,,293.15,,,,0.02005146,0.02005146,0.018046314,0.012030876
United States,USA,Protect seagrass,,,,,,Seagrass Annual Protectable Area,914.742,0.0233517,,,0.0233517,,,,,,,,,293.15,,,,6.845550855,6.845550855,6.16099577,4.107330513
Uruguay,URY,Protect seagrass,,,,,,Seagrass Annual Protectable Area,17.502,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Uzbekistan,UZB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,44.0555,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Vanuatu,VUT,Protect seagrass,,,,,,Seagrass Annual Protectable Area,1.219,0.00185,,,0.00185,,,,,,,,,293.15,,,,0.5423275,0.5423275,0.48809475,0.3253965
Venezuela,VEN,Protect seagrass,,,,,,Seagrass Annual Protectable Area,88.205,0.0019225,,,0.0019225,,,,,,,,,293.15,,,,0.563580875,0.563580875,0.507222788,0.338148525
Viet Nam,VNM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,31.007,0.0004692,,,0.0004692,,,,,,,,,293.15,,,,0.13754598,0.13754598,0.123791382,0.082527588
Yemen,YEM,Protect seagrass,,,,,,Seagrass Annual Protectable Area,52.797,0.0452685,,,0.0452685,,,,,,,,,293.15,,,,13.27046078,13.27046078,11.9434147,7.962276465
Zambia,ZMB,Protect seagrass,,,,,,Seagrass Annual Protectable Area,74.339,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Zimbabwe,ZWE,Protect seagrass,,,,,,Seagrass Annual Protectable Area,38.685,0,,,0,,,,,,,,,293.15,,,,0,0,0,0
Afghanistan,AFG,Reforestation,0.643276337,,,0.11,,GRISCOM,65.286,NA,,,NA,,,,,,,,,10.34,,,,0,0.11,0.033,0
Albania,ALB,Reforestation,18.84169282,,,9.83,,GRISCOM,2.74,NA,,,NA,,,,,,,,,10.34,,,,0,9.83,2.949,0
Algeria,DZA,Reforestation,19.59742491,,,7.77,,GRISCOM,238.1741,NA,,,NA,,,,,,,,,10.34,,,,0,7.77,2.331,0
Andorra,AND,Reforestation,0.04537563,,,0,,GRISCOM,0.047,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Angola,AGO,Reforestation,13.45256114,,,4.91,,GRISCOM,124.67,NA,,,NA,,,,,,,,,17.27,,,,0,4.91,1.473,0
Antigua and Barbuda,ATG,Reforestation,0,,,0,,GRISCOM,0.044,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Argentina,ARG,Reforestation,207.4113117,,,79.64,,GRISCOM,273.669,NA,,,NA,,,,,,,,,10.34,,,,0,79.64,23.892,0
Armenia,ARM,Reforestation,4.30516723,,,1.61,,GRISCOM,2.847,NA,,,NA,,,,,,,,,10.34,,,,0,1.61,0.483,0
Australia,AUS,Reforestation,385.6668011,,,149.82,,GRISCOM,769.202,NA,,,NA,,,,,,,,,10.34,,,,0,149.82,44.946,0
Austria,AUT,Reforestation,12.51548573,,,7.59,,GRISCOM,8.252,NA,,,NA,,,,,,,,,10.34,,,,0,7.59,2.277,0
Azerbaijan,AZE,Reforestation,4.870667741,,,4.44,,GRISCOM,8.2654,NA,,,NA,,,,,,,,,10.34,,,,0,4.44,1.332,0
Bahamas,BHS,Reforestation,0,,,0,,GRISCOM,1.001,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Bahrain,BHR,Reforestation,0,,,0,,GRISCOM,0.078,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Bangladesh,BGD,Reforestation,0.420056585,,,0.11,,GRISCOM,13.017,NA,,,NA,,,,,,,,,17.27,,,,0,0.11,0.033,0
Barbados,BRB,Reforestation,0,,,0,,GRISCOM,0.043,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Belarus,BLR,Reforestation,44.72424737,,,30.36,,GRISCOM,20.298,NA,,,NA,,,,,,,,,10.34,,,,0,30.36,9.108,0
Belgium,BEL,Reforestation,5.294250776,,,3.48,,GRISCOM,3.028,NA,,,NA,,,,,,,,,10.34,,,,0,3.48,1.044,0
Belize,BLZ,Reforestation,5.381679706,,,5.65,,GRISCOM,2.281,NA,,,NA,,,,,,,,,17.27,,,,0,5.65,1.695,0
Benin,BEN,Reforestation,0.334980305,,,0.66,,GRISCOM,11.276,NA,,,NA,,,,,,,,,17.27,,,,0,0.66,0.198,0
Bhutan,BTN,Reforestation,3.116109935,,,2.31,,GRISCOM,3.814,NA,,,NA,,,,,,,,,10.34,,,,0,2.31,0.693,0
Bolivia,BOL,Reforestation,64.36548467,,,61.45,,GRISCOM,108.33,NA,,,NA,,,,,,,,,17.27,,,,0,61.45,18.435,0
Bosnia and Herzegovina,BIH,Reforestation,17.7739373,,,11.51,,GRISCOM,5.12,NA,,,NA,,,,,,,,,10.34,,,,0,11.51,3.453,0
Botswana,BWA,Reforestation,0,,,0,,GRISCOM,56.673,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Brazil,BRA,Reforestation,1549.724167,,,1830.51,,GRISCOM,835.814,NA,,,NA,,,,,,,,,17.27,,,,0,1830.51,549.153,0
Brunei Darussalam,BRN,Reforestation,0.505893244,,,0,,GRISCOM,0.527,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Bulgaria,BGR,Reforestation,26.37819123,,,18,,GRISCOM,10.856,NA,,,NA,,,,,,,,,10.34,,,,0,18,5.4,0
Burkina Faso,BFA,Reforestation,0,,,0,,GRISCOM,27.36,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Burma,MMR,Reforestation,237.2687794,,,226.01,,GRISCOM,65.279,NA,,,NA,,,,,,,,,17.27,,,,0,226.01,67.803,0
Burundi,BDI,Reforestation,0.596397946,,,0.62,,GRISCOM,2.568,NA,,,NA,,,,,,,,,17.27,,,,0,0.62,0.186,0
Cambodia,KHM,Reforestation,42.28644712,,,51.96,,GRISCOM,17.652,NA,,,NA,,,,,,,,,17.27,,,,0,51.96,15.588,0
Cameroon,CMR,Reforestation,29.74426138,,,47.12,,GRISCOM,47.271,NA,,,NA,,,,,,,,,17.27,,,,0,47.12,14.136,0
Canada,CAN,Reforestation,54.5774171,,,38.79,,GRISCOM,896.559,NA,,,NA,,,,,,,,,0,,,,0,38.79,11.637,0
Cape Verde,CPV,Reforestation,3.437937172,,,1.58,,GRISCOM,0.403,NA,,,NA,,,,,,,,,10.34,,,,0,1.58,0.474,0
Central African Republic,CAF,Reforestation,6.702191151,,,10.38,,GRISCOM,62.298,NA,,,NA,,,,,,,,,17.27,,,,0,10.38,3.114,0
Chad,TCD,Reforestation,0.549398837,,,0.33,,GRISCOM,125.92,NA,,,NA,,,,,,,,,17.27,,,,0,0.33,0.099,0
Chile,CHL,Reforestation,36.31586074,,,25.89,,GRISCOM,74.3532,NA,,,NA,,,,,,,,,10.34,,,,0,25.89,7.767,0
China,CHN,Reforestation,1256.710765,,,1062.16,,GRISCOM,938.821,NA,,,NA,,,,,,,,,10.34,,,,0,1062.16,318.648,0
Colombia,COL,Reforestation,295.0391769,,,394.39,,GRISCOM,110.95,NA,,,NA,,,,,,,,,17.27,,,,0,394.39,118.317,0
Comoros,COM,Reforestation,0.037973505,,,0,,GRISCOM,0.1861,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Congo,COG,Reforestation,46.09406243,,,73.99,,GRISCOM,34.15,NA,,,NA,,,,,,,,,17.27,,,,0,73.99,22.197,0
Cook Islands,COK,Reforestation,0,,,0,,GRISCOM,0.024,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Costa Rica,CRI,Reforestation,26.08579708,,,28.82,,GRISCOM,5.106,NA,,,NA,,,,,,,,,17.27,,,,0,28.82,8.646,0
Cote d'Ivoire,CIV,Reforestation,101.2334695,,,155.21,,GRISCOM,31.8,NA,,,NA,,,,,,,,,17.27,,,,0,155.21,46.563,0
Croatia,HRV,Reforestation,10.33851344,,,11.66,,GRISCOM,5.659,NA,,,NA,,,,,,,,,10.34,,,,0,11.66,3.498,0
Cuba,CUB,Reforestation,86.68385685,,,72.97,,GRISCOM,10.38,NA,,,NA,,,,,,,,,17.27,,,,0,72.97,21.891,0
Cyprus,CYP,Reforestation,0.783369795,,,0,,GRISCOM,0.924,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Czech Republic,CZE,Reforestation,21.24782763,,,7.08,,GRISCOM,7.72,NA,,,NA,,,,,,,,,10.34,,,,0,7.08,2.124,0
Democratic Republic of the Congo,COD,Reforestation,175.9609886,,,220.99,,GRISCOM,226.705,NA,,,NA,,,,,,,,,17.27,,,,0,220.99,66.297,0
Denmark,DNK,Reforestation,4.257147434,,,2.38,,GRISCOM,4,NA,,,NA,,,,,,,,,10.34,,,,0,2.38,0.714,0
Djibouti,DJI,Reforestation,0,,,0,,GRISCOM,2.318,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Dominica,DMA,Reforestation,0.008048739,,,0,,GRISCOM,0.075,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Dominican Republic,DOM,Reforestation,35.63933324,,,36.08,,GRISCOM,4.831,NA,,,NA,,,,,,,,,17.27,,,,0,36.08,10.824,0
Ecuador,ECU,Reforestation,76.72144832,,,85.07,,GRISCOM,24.836,NA,,,NA,,,,,,,,,17.27,,,,0,85.07,25.521,0
Egypt,EGY,Reforestation,0,,,0,,GRISCOM,99.545,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
El Salvador,SLV,Reforestation,11.86657999,,,10.52,,GRISCOM,2.072,NA,,,NA,,,,,,,,,17.27,,,,0,10.52,3.156,0
Equatorial Guinea,GNQ,Reforestation,0.220180378,,,0.22,,GRISCOM,2.805,NA,,,NA,,,,,,,,,17.27,,,,0,0.22,0.066,0
Eritrea,ERI,Reforestation,0.02406236,,,0,,GRISCOM,10.1,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Estonia,EST,Reforestation,6.82936726,,,7.15,,GRISCOM,4.347,NA,,,NA,,,,,,,,,0,,,,0,7.15,2.145,0
Ethiopia,ETH,Reforestation,97.47997925,,,73.41,,GRISCOM,112.930039,NA,,,NA,,,,,,,,,17.27,,,,0,73.41,22.023,0
Fiji,FJI,Reforestation,2.27057747,,,0,,GRISCOM,1.827,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Finland,FIN,Reforestation,1.690176261,,,0.81,,GRISCOM,30.392,NA,,,NA,,,,,,,,,0,,,,0,0.81,0.243,0
France,FRA,Reforestation,111.5011066,,,120.71,,GRISCOM,54.7557,NA,,,NA,,,,,,,,,10.34,,,,0,120.71,36.213,0
French Guiana,GUF,Reforestation,0.395757615,,,0,,GRISCOM,#N/A,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Gabon,GAB,Reforestation,9.313385231,,,12.61,,GRISCOM,25.767,NA,,,NA,,,,,,,,,17.27,,,,0,12.61,3.783,0
Gambia,GMB,Reforestation,0.691677954,,,0,,GRISCOM,1.012,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Georgia,GEO,Reforestation,17.92056121,,,8.25,,GRISCOM,6.949,NA,,,NA,,,,,,,,,10.34,,,,0,8.25,2.475,0
Germany,DEU,Reforestation,41.99917678,,,27.72,,GRISCOM,34.938,NA,,,NA,,,,,,,,,10.34,,,,0,27.72,8.316,0
Ghana,GHA,Reforestation,48.04274364,,,72.75,,GRISCOM,22.754,NA,,,NA,,,,,,,,,17.27,,,,0,72.75,21.825,0
Greece,GRC,Reforestation,92.4276138,,,41.87,,GRISCOM,12.89,NA,,,NA,,,,,,,,,10.34,,,,0,41.87,12.561,0
Greenland,GRL,Reforestation,4.257147434,,,0,,GRISCOM,41.045,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Grenada,GRD,Reforestation,0.026939582,,,0,,GRISCOM,0.034,NA,,,NA,,,,,,,,,17.27,,,,0,0,0,0
Guatemala,GTM,Reforestation,50.84159072,,,55.37,,GRISCOM,10.716,NA,,,NA,,,,,,,,,17.27,,,,0,55.37,16.611,0
Guinea,GIN,Reforestation,10.8194845,,,12.8,,GRISCOM,24.572,NA,,,NA,,,,,,,,,17.27,,,,0,12.8,3.84,0
Guinea-Bissau,GNB,Reforestation,7.921281444,,,1.1,,GRISCOM,2.812,NA,,,NA,,,,,,,,,17.27,,,,0,1.1,0.33,0
Guyana,GUY,Reforestation,3.354744743,,,4,,GRISCOM,19.685,NA,,,NA,,,,,,,,,17.27,,,,0,4,1.2,0
Haiti,HTI,Reforestation,21.20800077,,,21.49,,GRISCOM,2.756,NA,,,NA,,,,,,,,,17.27,,,,0,21.49,6.447,0
Honduras,HND,Reforestation,57.68277783,,,57.42,,GRISCOM,11.189,NA,,,NA,,,,,,,,,17.27,,,,0,57.42,17.226,0
Hungary,HUN,Reforestation,21.92208394,,,7.52,,GRISCOM,9.126,NA,,,NA,,,,,,,,,10.34,,,,0,7.52,2.256,0
Iceland,ISL,Reforestation,0,,,0,,GRISCOM,10.083,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
India,IND,Reforestation,519.4719517,,,392.19,,GRISCOM,297.319,NA,,,NA,,,,,,,,,17.27,,,,0,392.19,117.657,0
Indonesia,IDN,Reforestation,212.0196975,,,130.97,,GRISCOM,187.7519,NA,,,NA,,,,,,,,,17.27,,,,0,130.97,39.291,0
Iran (Islamic Republic of),IRN,Reforestation,19.36691708,,,6.78,,GRISCOM,162.876,NA,,,NA,,,,,,,,,10.34,,,,0,6.78,2.034,0
Iraq,IRQ,Reforestation,0,,,0,,GRISCOM,43.4128,NA,,,NA,,,,,,,,,10.34,,,,0,0,0,0
Ireland,IRL,Reforestation,87.65418745,,,66.11,,GRISCOM,6.889,NA,,,NA,,,,,,,,,10.34,,,,0,66.11,19.833,0
Israel,ISR,Reforestation,0.494934369,,,0.15,,GRISCOM,2.164,NA,,,NA,,,,,,,,,10.34,,,,0,0.15,0.045,0
Italy,ITA,Reforestation,111.4680116,,,53.24,,GRISCOM,29.773,NA,,,NA,,,,,,,,,10.34,,,,0,53.24,15.972,0
Jamaica,JAM,Reforestation,4.815549956,,,5.28,,GRISCOM,1.083,NA,,,NA,,,,,,,,,17.27,,,,0,5.28,1.584,0
Japan,JPN,Reforestation,67.0573133,,,30.87,,GRISCOM,36.45,NA,,,NA,,,,,,,,,10.34,,,,0,30.87,9.261,0
