project_ID,notes,buffer_included,buffer_perc,start_year,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 31,Year 32,Year 33,Year 34,Year 35,Year 36,Year 37,Year 38,Year 39,Year 40,Year 41,Year 42,Year 43,Year 44,Year 45,Year 46,Year 47,Year 48,Year 49,Year 50,Year 51,Year 52,Year 53,Year 54,Year 55,Year 56,Year 57,Year 58,Year 59,Year 60,Year 61,Year 62,Year 63,Year 64,Year 65,Year 66,Year 67,Year 68,Year 69,Year 70,Year 71,Year 72,Year 73,Year 74,Year 75,Year 76,Year 77,Year 78,Year 79,Year 80,Year 81,Year 82,Year 83,Year 84,Year 85,Year 86,Year 87,Year 88,Year 89,Year 90,Year 91,Year 92,Year 93,Year 94,Year 95,Year 96,Year 97,Year 98,Year 99,Year 100,Year 101,,,,,
VCS1175,"Reported in PDD as ""Ex Ante estimated net emission reductions with non-permanence risk buffer deductions"" on Table 3.31 on page 88-89 using Estimated net GHG emission reductions or removals",1,10,2004,108874,121785,48797,46336,38698,27776,35545,37463,27211,28317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1201,"Reported in PDD as ""Verified carbon units in the first 10 years of the project"" on Table 35 on page 93 using VCU",1,10,2012,322993,333556,369244,381420,452662,465279,477047,488285,533882,545661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1202,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 16-17 but labeled as VCU",1,14,2009,30756,122020,122020,122355,129866,158412,173552,187627,207517,212656,227946,235764,249967,273756,265137,260782,273047,286282,289486,266296,258911,247001,248042,272905,226053,225854,201467,208766,200717,124510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1215,"Reported in PDD as ""Ex Ante estimation of VCUs generated by the Makira Project"" on Table 27 on page 120 using Est VCUs",1,14.5,2006,51701,124752,186256,238721,351825,395266,434373,470088,503148,667766,696859,725952,755045,784138,1035228,1072008,1108788,1145567,1182347,1512675,1558119,1603564,1649008,1694453,2141454,2197227,2253000,2308772,2364545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1225,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 13-14 but labeled as net anthropogenic GHG emissions and removals",0,n/a,2010,10320,28943,55867,88536,117055,137271,149185,156949,164712,165026,157040,132134,107226,86471,74018,69867,69867,69867,69867,69867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1233,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 7-8 but labeled as estimated GHG emission reductions or removals",0,n/a,2011,538.9,1903.46,3125.31,3805.25,3864.08,12138.62,19991,36701.2,58013.15,81116,102370.85,118359.63,126896.14,127546.59,121430.26,110542.94,97035.69,82729.84,68919.11,56377.09,33588.19,36259.03,28669.12,22517.05,17594.08,13692.77,10623.87,8223.31,6353.6,4902.14,3778.19,2909.52,2239.15,1722.4,-63365.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1285,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 5.1 on page 69-70 but labeled as estimated GHG emission reductions or removals",0,14.5,2011,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1311,"Reported in PDD as ""Ex ante Estimated net anthropogenic GHG emission reductions"" on Table 36 on page 139 using ex ante VCUs tradeable",1,10,2008,68389,169071,321087,468293,552620,1119429,1274960,1312121,1500196,1725022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1317,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 14 but labeled as estimated cumulative GHG emission removals",0,n/a,2011,1139.26,1139.27,1513.37,1513.38,1513.38,1575.56,1575.56,1643.96,1643.97,1643.97,1720.72,1720.72,1805.16,1805.15,1805.16,1878.86,1878.87,2292.83,2292.83,2292.83,1467.43,1467.42,1467.42,1467.42,1467.42,1467.43,1467.42,1467.42,1467.42,1467.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1325,"Reported in PDD as ""Ex ante Estimated net anthropogenic GHG emission reductions"" on Table 36 on page 115using ex ante VCUs tradeable",1,10,2011,29956,31471,35551,40138,42545,45195,46885,47547,46062,45127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1326,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 5.1 on page 53but labeled as estimated GHG emission reductions or removals",0,n/a,2011,229011,234994,240977,246960,252943,258926,264909,270892,276875,282858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1327,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 3.4 on page 66ut labeled as estimated GHG emission reductions or removals",0,22.7,2012,2983,23695,27401,60648,106816,152978,157486,194128,191977,204107,214411,238328,273364,226870,264027,289393,254951,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1328,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 6 but labeled as estimated cumulative GHG emission removals",0,10,2011,2415,7776,26890,41708,72843,116256,123821,85660,55344,78927,59212,91942,70603,103131,81076,114449,95411,129569,110850,145314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1329,"Reported in PDD as ""Ex ante Estimated net anthropogenic GHG emission reductions"" on Table 45 on page 130-131 ex ante VCUs tradeable",1,20,2012,40496.3,51511.5,51490.6,63251.5,73947.8,87068.7,62494.3,58184.7,53442.5,58359.5,50051.6,47703.3,55567,48599.7,49808.8,49176,46400,42240,58812.2,55008.5,43042,48344.2,67895.7,50106.5,36800.4,72214.6,46505.1,49237.5,63108.1,33670.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1332,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 5-6 but labeled as estimated GHG emission removals",0,n/a,2011,-2216,384,654,1134,1620,2135,2646,3129,3563,3937,4244,4485,4660,4774,4834,4846,4818,4754,4663,4550,4420,4278,4127,3972,3813,3655,3499,3345,3196,3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1339,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 5 but labeled as estimated GHG emission removals",0,n/a,2011,4.45,25.21,80.84,185.82,364.11,361.12,235.15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1340,"Reported in PDD as ""Ex ante Estimated net anthropogenic GHG emission reductions"" on Table 45 on page 131-132 ex ante VCUs tradeable",1,15,2012,985174,966397,948327,930926,914136,1167331,1147002,1127376,1108406,1090021,876241,1259145,1238808,1219075,1199963,1181399,1163366,1145857,1128789,1112209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1343,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 6-7 but labeled as estimated GHG emission removals",0,18,2015,5350,9106,12992,16554,18546,19364,20378,21630,23173,25068,27385,30204,33613,37703,42568,48288,54923,62493,70958,80192,86738,93471,99916,105499,110519,115751,118400,118168,115015,109171,101105,91448,80897,70116,59662,49949,41232,33631,27157,21748,17299,13685,10779,8460,6622,5172,4032,3139,2442,1898,1474,1144,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1351,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 9 but labeled as estimated GHG emission removals",0,14,2012,-309.19,-1468.42,-1369.85,-1316.05,-1197.28,-1066.52,-882.6,-510.3,109.43,972.83,2105.49,3295.6,4856.25,6500.04,8155.58,9598.73,11305.73,12910.91,14486.34,15872.07,17045.3,17561.56,18595.2,19518.28,20268.26,20778.86,20556.31,21113.07,21626.79,21595.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1359,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation and plus buffer release"" on Table 44 on page 129 VCUs",1,15,2009,18255,183544,307081,401465,400332,394842,389295,384214,379259,374542,464145,358458,343646,326152,309408,424448,278416,264244,250762,238008,225761,371223,202592,191736,181319,171415,162164,320262,145048,137021,87872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1360,"Reported in PDD as ""Voluntary Carbon Units"" on Table 10 on page 44 ex ante VCUs tradeable",1,15,2010,271387.4,214875.7,270831.3,351391.9,380154.6,459623.2,612623.4,656465.9,716123.7,797024.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1361,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 5-6 but labeled as estimated GHG emission removals",0,n/a,2012,-5807.86,1164.11,1539.38,1986.33,2510.45,3117.09,3811.52,4598.88,5484.23,6472.56,7568.76,8777.67,10104.05,11552.6,13127.97,10048.15,6171.63,6289.07,6664.22,7330.24,7317.4,8163.64,8593.3,8711.8,9404.65,9972.99,10328.7,9792.01,11660.8,11496.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1367,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 7-8 but labeled as estimated GHG emission removals",0,n/a,2010,4261,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,5001,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1377,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 5-7 but labeled as estimated net GHG emission removals after 10% risk deduction",1,10,2015,14854,10637,10602,10568,10534,12715,11871,11812,11753,11694,10513,10647,10602,10558,10514,9461,9544,9493,9442,9390,3927,4229,4145,4061,3977,7496,8015,8036,8057,8078,4330,3353,3277,3201,3124,4564,5331,5326,5321,5316,2737,1784,1780,1775,1771,5351,4504,4450,4396,4342,1413,1225,1255,1286,1316,5315,4572,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1378,"Reported in PDD as ""Summary of results obtained in sections C.7"" on Table A.22 on page 64 estimation of net anthropogenic GHG removals by sinks",0,n/a,2003,-1665.09,-1240.9,5557.33,19870.58,35004.8,65119.99,73194.5,103119.91,109671.73,119171.83,96230.23,80798.45,62414.84,66634.43,64311.01,32852.13,38091.01,-11964.58,-70951.07,-130543.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1382,"Reported in PDD as ""Ex Ante Estimate of Net Emission Reduction Credits"" on Table 10 on page 76 GHG credits eligible for issuance as VCUs",1,23,2013,1926524,2022336,2144420,2315864,2430403,351383,351383,351383,351383,351383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1384,"Reported in PDD as ""Ex Ante net anthropogenic GHG emission reductions"" on Table 48 on page 130 GHG credits eligible for issuance as Ex ante VCUs tradeable",1,11,2012,235668,303120,410792,483040,578443,664499,784225,926792,1070854,1254203,1392501,1551693,1740732,1846791,1946744,2014282,2100465,1981772,1859624,1783680,1653482,1552667,1427583,1316039,1224078,1171440,1068872,996088,861779,757315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1389,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 60 on page 179-181 VCUs",1,14,2013,1654,100858,186903,245615,303320,330357,349123,380501,344334,356448,361191,373080,381306,503433,383662,374842,374058,367301,362689,516783,335634,337387,339060,340429,342034,550977,345056,346685,348499,349631,302862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1390,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 60 on page 188-189 VCUs",1,13,2014,102405,221062,275492,307211,342149,352507,416040,379794,393236,408909,426948,424762,533983,450849,468751,472153,488448,476224,645295,439125,426287,415341,399883,388766,612792,378778,373466,365002,359365,362041,284652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1391,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 56 on page 196-197 VCUs",1,16,2013,3495,103839,181925,209140,229481,245538,258302,316339,279495,289041,298124,297710,304433,418414,302085,318514,291098,288129,282112,446215,272441,239000,201161,199574,200802,400591,201374,218106,219889,220200,181174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1392,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 58 on page 185-186 VCUs",1,18,2013,1449,93985,156278,186334,211870,227952,234853,291182,244332,250321,252084,255336,258408,370422,257871,257325,256281,258253,258433,425606,254039,251375,246571,246273,246028,456537,240626,223052,173649,166342,105326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1395,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 55 on page 197-198 VCUs",1,14,2013,21852,226861,343271,377431,418420,442604,452996,539524,473242,484173,495776,498948,497842,656927,493514,504239,500486,482765,477207,704210,465635,459618,452436,447324,442222,625611,218018,219170,230314,229030,149945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1396,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 55 on page 172-174 VCUs",1,15,2014,914,120561,178043,205245,221024,227947,281099,246137,264872,278370,292197,298074,376338,284777,275924,272698,266975,240516,259741,128487,129977,127473,67132,93572,249985,108523,104675,102915,101906,100036,229454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1397,"Reported in PDD as ""Project Scale and Estimated GHG Emission Reductions or Removals"" on section 1.7 on page 6-8 but labeled as estimated GHG emission removals",0,n/a,2016,41,594,13822,31037,58389,96352,128759,154561,194228,237949,282262,379295,491744,588093,666691,750518,811930,900665,1061468,1209739,1376997,1559895,1750940,1981843,2229624,2467024,2725506,3001669,3287974,3616086,3865484,3310688,2620595,227557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1398,"Reported in PDD as ""Ex ante estimated net anthropogenic GHG emission reduction"" on Table 52 on page 153-154 Ex ante VCUs tradeable",1,10,2015,28,36,45,52,63,74,89,95,102,105,105,132,137,157,176,184,185,215,219,220,235,242,250,262,308,335,352,368,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1399,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 54 on page 178-180 VCUs",1,13,2013,11765,60698,88415,97573,106807,112507,119641,148668,134995,141343,143533,146916,147397,192026,154033,149330,149589,150233,146569,200759,138927,154417,150792,150541,150732,231225,150680,149272,147941,145338,69114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1400,"Reported in PDD as ""Estimated VCUs as NERs less buffer allocation"" on Table 56 on page 227-229 VCUs",1,17,2013,14189,104917,154737,173067,193256,204609,213071,270210,235424,245150,247739,245256,242066,339023,233871,227503,242769,264514,270117,430183,285363,296717,305047,313408,319494,534923,329443,364582,365007,365661,240827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1403,"Reported in PDD as ""Calculation of Verified Carbon Units"" on Table 18 on page 77-78 Net GHG emission reductions after risk buffer deduction",1,20.5,2010,579,604,643,713,1103,1521,1572,1624,1676,1728,1757,1153,1150,1136,1075,660,338,286,237,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1408,"Reported in PDD as ""Project Estimated annual NERs"" on Table 25 on page 125 Estimated GHG emission reductions",0,n/a,2014,1128485,831172,916396,995038,1153454,1132144,1191836,1226872,1258641,1464819,1287787,1281604,1271327,1251427,1495892,1176751,1140664,1109874,1067120,1355646,990403,960814,937763,890728,1217146,840433,810277,778692,753599,1111482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1414,"Reported in PDD as Ex-ante estimation of VCUs, Table 31 page 83-84.  Values taken from column labeled Estimated GHG emission reductions or removals",0,22,2014,14,38,54,80,124,196,335,546,799,1094,1431,1812,2244,2731,847,3253,3833,4483,5210,6020,6921,7917,9015,10220,-4519,10386,11632,12979,14429,15984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1429,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 7-10.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2012,351.75,710.08,1051.62,1258.59,1416.9,4957.7,1208.71,8386.93,-11936.82,1462.71,1867.57,2143.68,2280.06,2352.33,5791.53,1976.18,9074.8,-11335.97,1973.48,2288.36,2422.87,2204.08,2135.81,5443.92,1503.73,8487.8,-11976.36,1285.89,1559.52,1712.44,1734.95,1703.39,5049.1,1150.58,8176.11,-12298.07,957.13,1226.32,1377.11,1399.53,691.91,663.29,635.27,607.93,581.31,555.45,530.38,506.11,482.67,460.06,438.27,417.31,397.18,377.85,359.31,341.56,324.57,308.32,292.79,277.96,263.81,250.31,237.45,225.19,213.52,202.42,191.85,181.8,172.25,163.18,154.56,146.37,138.6,131.23,124.23,117.59,111.3,105.33,99.67,94.31,89.23,84.41,79.85,75.53,71.44,67.57,63.9,60.43,57.14,54.03,51.09,48.3,45.67,43.18,40.82,38.59,36.48,34.48,32.59,30.81,,,,,,
VCS1434,"Reported in PDD as Estimated GHG emission reductions or removals, Table 24 pages 73-76.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2011,95.36,573.91,1383.11,2396.95,3569.75,5301.76,8227.29,12005.74,15723.32,18294.23,19664.43,20136.21,19998.28,18876.77,18708.59,17288.13,13929.33,5727.89,1086.13,3159.86,-75928.66,8678.89,9144.94,203.02,7830.79,6861.56,6608.42,5697.42,3694.47,-1158.66,-1815.29,-565.34,5772.49,5671.18,5173.44,4495.27,-28906.19,1170.31,1041.79,926.88,824.25,732.68,651.04,578.3,513.54,455.92,404.67,359.11,318.62,282.65,250.71,222.35,197.18,174.84,155.01,137.43,121.83,107.99,95.73,84.85,75.2,66.65,59.07,52.35,46.39,41.11,36.43,32.28,28.61,25.35,22.46,19.91,17.64,15.63,13.85,12.27,10.87,9.63,8.54,7.56,6.7,5.94,5.26,4.66,4.13,3.66,3.24,2.87,2.55,2.26,2,1.77,1.57,1.39,1.23,1.09,0.97,0.86,0.76,0.67,,,,,,
VCS1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1477,"Reported in PDD as Calculation of estimated verified carbon units, Table 80 pages 196-198.  Values taken from column labeled Estimated VCU.",1,10,2011,"1,404,330","1,398,752","3,950,285","4,037,205","4,424,832","4,640,182","5,239,509","5,515,287","5,892,227","6,219,617","6,666,469","6,823,628","7,275,262","7,462,232","7,896,374","8,094,746","8,509,039","8,727,679","9,285,238","9,423,876","9,096,606","9,425,608","8,351,267","8,300,658","8,258,380","8,259,888","8,254,358","8,208,700","8,233,633","8,196,342","8,226,215","8,149,872","8,132,722","8,155,212","8,100,459","8,097,548","8,114,120","8,112,153","8,079,863","8,080,873","8,037,521","8,046,742","8,029,369","8,017,338","7,978,032","7,973,987","7,974,344","7,943,670","7,923,838","7,911,214","7,909,534","7,895,543","7,903,288","7,882,187","7,846,179","7,878,557","7,842,379","7,806,442","7,823,664","7,765,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1496,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 pages 12-13.  Values taken from column labeled Estimated GHG emission reductions or removals",0,n/a,2010,375,"1,941","4,934","7,456","10,630","17,635","19,265","19,265","19,266","19,305","18,438","16,514","14,740","11,304","9,760","9,273","8,809","8,368","7,950","7,552","6,488","3,316","-1,192",-603,"-7,445",450,"4,587","4,358","4,140","3,932","3,737","3,549","3,332","2,950","2,290","1,638",670,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1503,"Reported in PDD as  Ex-ante estimate of net anthropogenic emission reductions and Verified Carbon Units, Table 43 pages 159-160.  Values taken from column labeled Ex ante VCUs tradable.",1,11,2013,240388,360404,371473,377478,429970,370616,409431,405376,406176,354911,399646,421204,493608,419789,325511,345766,351212,429735,428710,356578,362673,301753,288423,283805,320212,342124,465404,297646,414616,330371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1529,"Reported in PDD as Project Scale and Estimated GHG Emission Reductions or Removals, Table 1.7 page 5.  Values taken from column labeled Estimated GHG emission reductions or removals (with buffer deduction)",1,23,2010,"79,602","78,807","78,012","77,217","76,422","75,628","74,833","74,038","73,243","99,002","70,180","67,911","65,643","63,375","61,107","58,838","56,570","54,302","52,034","49,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1530,"Reported in PDD as  Estimated net GHG emission reductions, Table 26 pages 86-87.  Values taken from column labeled Estimated net GHG emissions or removals.",0,n/a,2012,"29,730","65,716","72,195","104,158","111,245","120,532","56,758","76,147","183,064","-12,148","5,311","43,002","82,071","83,557","124,732","72,083","-93,136","-15,625","47,858","-143,668","51,202","130,183","90,662","38,153","17,641","-56,006","-9,666","46,400","18,758","-155,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1532,"Reported in PDD as  Ex-ante estimation net GHG emissions reductions of the entire project calculation summary, Table 60 pages 126-127.  Values taken from column labeled Estimated net GHG emissions or removals.",0,11,2013,"-12,542","17,780","65,519","132,031","212,362","301,590","324,185","340,512","360,901","383,377","31,525","31,532","31,529","31,526","31,523","31,520","31,517","31,514","31,511","31,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCS1538,"Reported in PDD as  Ex-ante calculation summary, Table 17 pages 75-76.  Values taken from column labeled Estimated GHG emissions or removals.",0,n/a,2011,-620,"1,522","10,124","16,485","19,755","22,561","25,042","27,251","29,216","30,956","32,484","33,811","34,946","35,896","36,670","37,272","37,710","37,989","38,115","38,093","38,355","39,054","38,799","35,098","34,531","33,854","33,070","32,185","31,203","30,130","28,971","27,730","26,412","25,022","23,565","22,046","15,778","4,179",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
